punit_idx,E[N],1,2,3,4,5,6
38,0.5802485987606333,0.929623072,0.555764093,0.628415368,,,
14,0.8858416389600893,1.047696479,0.66839441,,,,
90,1.025628823793909,0.303585458,0.429890303,0.679654055,0.241126178,,
4,0.9458702327182016,0.374762937,0.374762937,0.374762937,,,
37,0.9825743841010064,0.593275359,0.737668953,0.498284557,0.593275359,,
31,0.966462804353591,0.593275359,0.593275359,0.737668953,0.737668953,,
66,0.6797818641719005,1.169709345,1.169709345,,,,
105,0.6595753403394455,0.304508319,0.224114334,,,,
104,0.8010856321021566,0.260911857,0.842129698,0.842129698,,,
25,0.652778984442078,0.354698724,0.554677459,0.354698724,,,
24,0.41148077582590914,0.173710044,,,,,
43,0.3988488180571639,0.905400484,,,,,
78,0.8205907092668452,0.232096649,0.232096649,0.28463147,,,
103,0.679593441366325,0.682465094,0.138968999,,,,
103,0.679593441366325,0.350474393,0.350474393,0.350474393,,,
49,0.3957115747179478,0.696036812,,,,,
51,1.0851381586100572,0.35178314,0.198553665,0.198553665,,,
38,0.5802485987606333,0.628415368,,,,,
4,0.9458702327182016,0.917320965,0.374762937,,,,
22,0.6358794581228933,0.796180269,0.796180269,0.680994673,0.796180269,,
16,0.6345043949268032,0.710300061,0.710300061,,,,
3,1.1808163538484096,0.550679229,0.104654898,0.819278898,0.550679229,,
93,0.6542996792022522,0.464666176,0.611494513,0.611494513,,,
30,0.7440759458450895,0.737668953,0.565013519,0.593275359,0.593275359,,
70,0.5281094889395038,0.374403126,,,,,
27,0.7029107080138661,0.659158624,0.416770886,,,,
97,0.6682900363028361,0.842129698,0.304508319,0.224114334,,,
14,0.8858416389600893,0.680994673,1.047696479,0.66839441,,,
13,0.6054298518646631,1.052356341,1.052356341,,,,
100,0.9388821091339383,0.486906039,0.138968999,0.486906039,0.350474393,,
70,0.5281094889395038,0.374403126,0.958913285,,,,
21,0.8983875245817649,0.680994673,0.680994673,0.680994673,,,
76,0.39755939002430457,0.449589501,,,,,
63,0.420314393192918,0.666497526,0.690604426,,,,
90,1.025628823793909,0.241126178,0.679654055,0.303585458,0.241126178,0.303585458,0.429890303
52,1.0465407948454726,0.198553665,0.198553665,0.613265541,,,
96,0.45714837749186926,0.338491701,,,,,
91,0.909898561773949,0.233462495,0.233462495,,,,
23,0.48582753060266093,0.796180269,1.287829238,,,,
49,0.3957115747179478,0.696036812,,,,,
10,1.169839388563066,0.550679229,0.607520842,0.104654898,0.819278898,0.607520842,0.104654898
39,0.6534246668614756,0.628415368,0.555764093,0.929623072,,,
11,0.7562126739979012,1.790903564,0.631606701,0.631606701,1.491364227,1.790903564,
64,0.489685035987297,0.666497526,,,,,
17,0.6443190651370277,0.426455835,0.426455835,,,,
21,0.8983875245817649,0.680994673,0.66839441,,,,
0,0.5441048585235551,1.790903564,1.790903564,,,,
88,0.5255285600135433,,,,,,
4,0.9458702327182016,0.427978686,0.613532994,0.427978686,,,
103,0.679593441366325,0.138968999,,,,,
97,0.6682900363028361,0.260911857,0.260911857,0.304508319,0.224114334,,
33,0.5779970330758022,0.354698724,,,,,
10,1.169839388563066,0.819278898,0.550679229,0.104654898,0.104654898,,
72,0.8074125776264894,0.819278898,0.104654898,0.607520842,0.607520842,,
84,0.3957115747179478,0.346625671,,,,,
37,0.9825743841010064,0.737668953,0.593275359,0.498284557,0.565013519,,
89,0.8841252057600443,0.429890303,0.303585458,0.303585458,0.679654055,,
46,0.461201973080175,1.184897785,1.184897785,,,,
35,0.5698714163729398,0.696160728,0.696160728,,,,
48,0.43826003509132155,0.747098694,,,,,
87,1.0127245044321544,0.233462495,0.378690387,0.258261644,0.378690387,,
3,1.1808163538484096,0.550679229,0.104654898,0.104654898,0.550679229,,
68,0.5268074943947534,0.639468887,0.341858376,0.207004214,,,
104,0.8010856321021566,0.260911857,0.138968999,0.260911857,0.350474393,,
94,0.7640841251739594,0.338491701,0.611494513,0.234934085,,,
90,1.025628823793909,0.303585458,0.241126178,0.303585458,0.303585458,,
40,0.6209475343757063,1.019310921,0.929623072,0.555764093,,,
89,0.8841252057600443,0.241126178,0.303585458,0.241126178,,,
21,0.8983875245817649,0.680994673,0.66839441,0.66839441,,,
106,1.0523263775920664,0.344659649,0.241126178,0.429890303,0.429890303,0.303585458,0.679654055
7,0.5201839141551337,0.613532994,,,,,
21,0.8983875245817649,1.047696479,0.66839441,0.66839441,,,
92,0.8413602235906587,0.527881884,0.258261644,0.302415181,,,
11,0.7562126739979012,0.66839441,0.66839441,0.631606701,,,
14,0.8858416389600893,0.631606701,1.047696479,0.47756148,0.47756148,,
77,0.7722450685096806,0.378690387,,,,,
10,1.169839388563066,0.607520842,0.607520842,0.819278898,0.550679229,,
72,0.8074125776264894,0.104654898,0.104654898,,,,
13,0.6054298518646631,1.052356341,1.172203416,,,,
63,0.420314393192918,0.666497526,0.666497526,,,,
40,0.6209475343757063,0.929623072,0.555764093,,,,
11,0.7562126739979012,0.631606701,1.790903564,1.790903564,,,
58,0.7037150337724426,0.560787648,0.35178314,0.560787648,,,
49,0.3957115747179478,0.696036812,,,,,
1,0.47292965021108985,1.491364227,1.790903564,,,,
11,0.7562126739979012,1.047696479,1.047696479,,,,
75,0.47371054492841297,0.376633162,0.376633162,,,,
3,1.1808163538484096,0.550679229,0.550679229,0.104654898,0.819278898,,
52,1.0465407948454726,0.613265541,0.613265541,0.613265541,,,
74,0.6316671586485675,0.376633162,0.379939181,0.379939181,,,
21,0.8983875245817649,1.047696479,0.66839441,0.680994673,,,
37,0.9825743841010064,0.737668953,0.593275359,0.737668953,0.498284557,,
92,0.8413602235906587,0.527881884,0.527881884,,,,
72,0.8074125776264894,0.917320965,0.104654898,,,,
54,0.42087350200910245,0.739917238,,,,,
29,0.7001678193659817,0.416770886,0.416770886,,,,
15,0.6615962261538567,0.607520842,0.47756148,0.607520842,,,
30,0.7440759458450895,0.565013519,0.47539448,0.47539448,,,
59,0.5520427236642946,0.437277919,0.386243281,0.316447193,,,
100,0.9388821091339383,0.486906039,0.138968999,0.138968999,0.138968999,,
91,0.909898561773949,0.344659649,0.233462495,0.378690387,,,
70,0.5281094889395038,0.958913285,0.958913285,,,,
24,0.41148077582590914,0.173710044,,,,,
99,0.8388796693383389,0.138968999,0.486906039,0.682465094,0.682465094,,
33,0.5779970330758022,0.325672856,0.354698724,,,,
66,0.6797818641719005,1.169709345,0.379939181,0.968225412,,,
71,0.6162218431979963,0.341858376,,,,,
71,0.6162218431979963,0.341858376,0.917320965,0.341858376,,,
16,0.6345043949268032,0.47756148,0.47756148,,,,
39,0.6534246668614756,0.555764093,0.555764093,0.555764093,,,
82,0.8326602661352814,0.44347814,0.484830596,,,,
14,0.8858416389600893,0.631606701,1.047696479,0.47756148,0.47756148,,
41,0.422903384015376,0.696160728,0.696160728,,,,
37,0.9825743841010064,0.565013519,0.565013519,0.498284557,,,
13,0.6054298518646631,1.052356341,1.287829238,,,,
10,1.169839388563066,0.819278898,0.104654898,0.607520842,0.550679229,,
80,0.9698421123159573,0.484830596,0.484830596,0.28463147,,,
4,0.9458702327182016,0.427978686,0.550679229,0.917320965,0.427978686,0.917320965,
19,0.696678470846316,0.475596501,0.426455835,0.475596501,,,
81,0.8459113395264919,0.484830596,0.484830596,,,,
82,0.8326602661352814,0.484830596,0.44347814,,,,
5,0.7962450010605908,0.374762937,0.374762937,0.374762937,,,
105,0.6595753403394455,0.304508319,0.260911857,0.842129698,0.260911857,,
19,0.696678470846316,0.426455835,0.475596501,0.426455835,,,
60,0.558228734882793,0.437277919,,,,,
31,0.966462804353591,0.498284557,0.696160728,0.498284557,0.498284557,,
106,1.0523263775920664,0.241126178,0.679654055,0.241126178,0.429890303,0.303585458,0.241126178
86,0.9599353263562733,0.344659649,0.527881884,0.527881884,0.258261644,,
30,0.7440759458450895,0.47539448,0.565013519,,,,
28,0.4489163528621574,0.72813035,,,,,
71,0.6162218431979963,0.917320965,0.917320965,,,,
4,0.9458702327182016,0.427978686,0.427978686,0.917320965,,,
104,0.8010856321021566,0.260911857,0.260911857,,,,
63,0.420314393192918,0.690604426,,,,,
20,0.505897319240431,0.573607907,0.680994673,,,,
31,0.966462804353591,0.593275359,0.498284557,0.498284557,0.593275359,,
43,0.3988488180571639,0.905400484,,,,,
48,0.43826003509132155,0.747098694,,,,,
103,0.679593441366325,0.138968999,,,,,
46,0.461201973080175,1.184897785,,,,,
5,0.7962450010605908,0.917320965,0.341858376,0.341858376,,,
86,0.9599353263562733,0.233462495,0.233462495,0.378690387,0.258261644,,
36,0.9163842939203882,0.737668953,0.696160728,0.737668953,0.696160728,,
36,0.9163842939203882,0.737668953,0.593275359,0.498284557,,,
88,0.5255285600135433,0.429890303,0.303585458,,,,
91,0.909898561773949,0.344659649,0.344659649,0.429890303,,,
71,0.6162218431979963,0.341858376,,,,,
97,0.6682900363028361,0.842129698,0.304508319,0.842129698,,,
13,0.6054298518646631,1.052356341,1.047696479,,,,
37,0.9825743841010064,0.593275359,0.498284557,0.565013519,0.737668953,,
94,0.7640841251739594,0.338491701,0.338491701,0.234934085,,,
3,1.1808163538484096,0.607520842,0.607520842,0.607520842,0.819278898,,
48,0.43826003509132155,0.747098694,1.184897785,,,,
58,0.7037150337724426,0.198553665,0.613265541,0.198553665,,,
9,0.9813780281991733,0.104654898,0.550679229,0.550679229,0.550679229,,
52,1.0465407948454726,0.613265541,0.386243281,0.35178314,0.613265541,,
35,0.5698714163729398,0.696160728,0.696160728,,,,
46,0.461201973080175,1.184897785,,,,,
99,0.8388796693383389,0.350474393,0.486906039,0.350474393,0.138968999,,
31,0.966462804353591,0.498284557,0.593275359,0.593275359,,,
24,0.41148077582590914,0.173710044,,,,,
52,1.0465407948454726,0.198553665,0.386243281,0.437277919,0.198553665,0.613265541,
54,0.42087350200910245,0.739917238,,,,,
105,0.6595753403394455,0.304508319,0.224114334,0.842129698,,,
106,1.0523263775920664,0.344659649,0.679654055,0.241126178,0.233462495,0.344659649,
93,0.6542996792022522,0.464666176,0.611494513,0.611494513,,,
39,0.6534246668614756,0.555764093,0.555764093,0.929623072,,,
99,0.8388796693383389,0.350474393,0.260911857,0.138968999,0.350474393,,
99,0.8388796693383389,0.682465094,0.138968999,0.350474393,0.350474393,,
51,1.0851381586100572,0.35178314,0.386243281,0.198553665,0.198553665,,
72,0.8074125776264894,0.819278898,0.819278898,0.917320965,0.917320965,,
81,0.8459113395264919,0.44347814,0.44347814,,,,
42,0.529368639501321,1.019310921,0.555764093,,,,
60,0.558228734882793,0.386243281,0.386243281,0.437277919,,,
48,0.43826003509132155,0.747098694,,,,,
8,0.7008128969600739,0.374762937,0.613532994,0.374762937,,,
104,0.8010856321021566,0.260911857,0.260911857,0.260911857,,,
93,0.6542996792022522,0.464666176,0.464666176,,,,
57,0.6329180985770271,0.339220439,0.659421977,,,,
80,0.9698421123159573,0.232096649,0.484830596,0.28463147,,,
1,0.47292965021108985,1.491364227,1.790903564,,,,
39,0.6534246668614756,0.929623072,0.929623072,0.929623072,,,
23,0.48582753060266093,0.796180269,0.796180269,,,,
32,0.5826901835286123,0.354698724,0.696160728,0.696160728,,,
1,0.47292965021108985,1.491364227,1.491364227,,,,
85,0.6174901514551543,0.464666176,0.464666176,,,,
102,0.3957115747179478,0.168358228,,,,,
0,0.5441048585235551,1.790903564,1.790903564,,,,
50,1.0405725724514605,0.386243281,0.386243281,0.386243281,0.386243281,,
92,0.8413602235906587,0.258261644,0.527881884,,,,
10,1.169839388563066,0.104654898,0.607520842,0.819278898,0.819278898,,
99,0.8388796693383389,0.241126178,0.486906039,0.241126178,,,
22,0.6358794581228933,0.680994673,1.287829238,0.796180269,0.66839441,,
68,0.5268074943947534,0.207004214,,,,,
103,0.679593441366325,0.138968999,0.138968999,,,,
70,0.5281094889395038,0.374403126,,,,,
31,0.966462804353591,0.498284557,0.593275359,0.593275359,0.498284557,,
71,0.6162218431979963,0.917320965,0.917320965,,,,
86,0.9599353263562733,0.258261644,0.258261644,0.258261644,,,
67,0.5336666964348009,0.968225412,0.968225412,,,,
21,0.8983875245817649,0.66839441,0.680994673,0.680994673,,,
31,0.966462804353591,0.737668953,0.737668953,0.498284557,,,
26,0.5580481887930866,0.565013519,0.565013519,0.628415368,,,
17,0.6443190651370277,0.426455835,,,,,
59,0.5520427236642946,0.437277919,0.437277919,,,,
88,0.5255285600135433,0.303585458,0.429890303,,,,
94,0.7640841251739594,0.611494513,0.611494513,0.464666176,,,
5,0.7962450010605908,0.374762937,0.374762937,0.427978686,,,
53,0.5536357650931865,0.593733517,0.593733517,,,,
98,0.8099378065166649,0.260911857,0.350474393,0.350474393,,,
82,0.8326602661352814,0.44347814,0.484830596,,,,
50,1.0405725724514605,0.437277919,0.198553665,0.386243281,0.386243281,,
15,0.6615962261538567,0.710300061,0.47756148,,,,
60,0.558228734882793,0.437277919,0.316447193,0.437277919,,,
4,0.9458702327182016,0.917320965,0.374762937,0.917320965,,,
4,0.9458702327182016,0.374762937,0.613532994,0.427978686,,,
33,0.5779970330758022,0.602618203,0.325672856,0.354698724,,,
12,0.6392559647410934,1.491364227,1.172203416,,,,
58,0.7037150337724426,0.35178314,0.35178314,0.198553665,0.613265541,,
74,0.6316671586485675,1.169709345,1.169709345,,,,
81,0.8459113395264919,0.44347814,0.484830596,,,,
3,1.1808163538484096,0.607520842,0.819278898,0.607520842,0.607520842,,
35,0.5698714163729398,0.696160728,0.554677459,,,,
86,0.9599353263562733,0.527881884,0.258261644,,,,
82,0.8326602661352814,0.484830596,0.44347814,,,,
72,0.8074125776264894,0.819278898,0.819278898,0.550679229,0.104654898,,
36,0.9163842939203882,0.565013519,0.593275359,0.498284557,0.593275359,,
42,0.529368639501321,1.019310921,1.019310921,,,,
0,0.5441048585235551,1.491364227,1.172203416,,,,
83,0.5614231809827926,0.332597832,,,,,
82,0.8326602661352814,0.44347814,0.44347814,,,,
54,0.42087350200910245,0.659421977,0.659421977,,,,
64,0.489685035987297,0.666497526,,,,,
21,0.8983875245817649,0.66839441,0.66839441,1.287829238,0.680994673,0.573607907,
82,0.8326602661352814,0.484830596,0.44347814,,,,
40,0.6209475343757063,0.555764093,0.929623072,1.019310921,,,
6,0.6197293312524337,0.958913285,0.958913285,,,,
61,0.4678529898520754,0.593733517,0.577017058,,,,
71,0.6162218431979963,0.341858376,0.917320965,,,,
7,0.5201839141551337,0.613532994,0.613532994,0.958913285,,,
90,1.025628823793909,0.429890303,0.679654055,0.344659649,0.344659649,0.241126178,0.344659649
99,0.8388796693383389,0.350474393,0.241126178,0.350474393,,,
76,0.39755939002430457,0.449589501,,,,,
94,0.7640841251739594,0.234934085,0.611494513,0.332597832,,,
74,0.6316671586485675,1.169709345,0.379939181,,,,
64,0.489685035987297,0.666497526,,,,,
30,0.7440759458450895,0.72813035,0.72813035,,,,
63,0.420314393192918,0.690604426,0.666497526,,,,
25,0.652778984442078,0.354698724,0.554677459,,,,
23,0.48582753060266093,1.287829238,0.796180269,,,,
71,0.6162218431979963,0.639468887,0.639468887,,,,
93,0.6542996792022522,0.464666176,0.464666176,0.234934085,,,
102,0.3957115747179478,0.168358228,,,,,
53,0.5536357650931865,0.593733517,0.593733517,,,,
4,0.9458702327182016,0.427978686,0.374762937,0.427978686,0.427978686,,
14,0.8858416389600893,0.631606701,0.47756148,1.047696479,0.631606701,,
8,0.7008128969600739,0.427978686,0.550679229,0.607520842,0.550679229,0.607520842,
60,0.558228734882793,0.207004214,0.316447193,0.316447193,,,
20,0.505897319240431,0.680994673,0.573607907,,,,
34,0.44608522977139514,0.325672856,0.325672856,0.602618203,0.325672856,,
10,1.169839388563066,0.104654898,0.607520842,0.550679229,0.550679229,,
94,0.7640841251739594,0.234934085,0.338491701,0.234934085,,,
37,0.9825743841010064,0.498284557,0.737668953,0.498284557,0.565013519,,
16,0.6345043949268032,0.710300061,,,,,
105,0.6595753403394455,0.842129698,0.224114334,,,,
85,0.6174901514551543,0.464666176,0.464666176,0.302415181,,,
42,0.529368639501321,0.929623072,0.555764093,0.929623072,,,
0,0.5441048585235551,1.172203416,1.172203416,,,,
53,0.5536357650931865,0.593733517,,,,,
8,0.7008128969600739,0.427978686,0.607520842,,,,
12,0.6392559647410934,1.172203416,1.491364227,,,,
62,0.43352728241507793,0.379939181,0.247597798,,,,
78,0.8205907092668452,0.309618054,0.28463147,0.309618054,,,
79,1.002492400250439,0.309618054,0.28463147,0.28463147,,,
99,0.8388796693383389,0.350474393,0.350474393,0.682465094,0.486906039,,
103,0.679593441366325,0.138968999,,,,,
80,0.9698421123159573,0.484830596,0.232096649,0.484830596,0.28463147,,
68,0.5268074943947534,0.639468887,0.207004214,,,,
90,1.025628823793909,0.303585458,0.233462495,0.303585458,0.241126178,0.303585458,0.303585458
72,0.8074125776264894,0.917320965,0.104654898,0.917320965,0.917320965,,
91,0.909898561773949,0.429890303,0.679654055,0.241126178,0.233462495,0.241126178,0.233462495
45,0.48039766212841706,0.516423733,0.516423733,0.516423733,,,
105,0.6595753403394455,0.224114334,0.304508319,0.842129698,,,
37,0.9825743841010064,0.737668953,0.565013519,0.565013519,0.498284557,,
75,0.47371054492841297,0.435937256,0.666497526,0.435937256,,,
89,0.8841252057600443,0.303585458,0.679654055,0.679654055,0.303585458,,
28,0.4489163528621574,0.72813035,,,,,
21,0.8983875245817649,0.573607907,0.66839441,0.573607907,,,
9,0.9813780281991733,0.550679229,0.819278898,0.819278898,,,
68,0.5268074943947534,0.207004214,,,,,
35,0.5698714163729398,0.696160728,0.323861484,,,,
104,0.8010856321021566,0.842129698,0.260911857,,,,
44,0.45591592478411846,0.516423733,0.516423733,,,,
88,0.5255285600135433,0.303585458,,,,,
96,0.45714837749186926,0.338491701,,,,,
72,0.8074125776264894,0.104654898,0.819278898,0.819278898,,,
31,0.966462804353591,0.737668953,0.737668953,0.593275359,,,
51,1.0851381586100572,0.35178314,0.386243281,0.386243281,0.386243281,,
10,1.169839388563066,0.819278898,0.550679229,0.550679229,0.104654898,,
9,0.9813780281991733,0.550679229,0.104654898,0.607520842,0.607520842,,
84,0.3957115747179478,0.346625671,,,,,
33,0.5779970330758022,0.325672856,0.325672856,,,,
52,1.0465407948454726,0.198553665,0.198553665,0.613265541,0.386243281,,
82,0.8326602661352814,0.44347814,0.484830596,,,,
86,0.9599353263562733,0.527881884,0.527881884,,,,
20,0.505897319240431,0.573607907,,,,,
37,0.9825743841010064,0.593275359,0.565013519,0.498284557,0.593275359,,
16,0.6345043949268032,0.47756148,0.710300061,,,,
31,0.966462804353591,0.498284557,0.737668953,0.593275359,,,
35,0.5698714163729398,0.696160728,,,,,
103,0.679593441366325,0.350474393,0.138968999,0.350474393,0.260911857,,
70,0.5281094889395038,0.374403126,0.958913285,,,,
18,0.5105755003116885,0.186730817,0.186730817,,,,
97,0.6682900363028361,0.260911857,0.842129698,0.842129698,0.304508319,,
61,0.4678529898520754,0.577017058,,,,,
74,0.6316671586485675,1.169709345,,,,,
60,0.558228734882793,0.437277919,,,,,
19,0.696678470846316,0.186730817,0.186730817,0.475596501,,,
86,0.9599353263562733,0.258261644,0.527881884,0.344659649,,,
31,0.966462804353591,0.565013519,0.737668953,0.593275359,0.737668953,,
89,0.8841252057600443,0.679654055,0.429890303,0.679654055,0.679654055,,
33,0.5779970330758022,0.325672856,0.602618203,0.354698724,0.554677459,,
31,0.966462804353591,0.593275359,0.737668953,0.565013519,0.565013519,,
53,0.5536357650931865,0.577017058,0.593733517,,,,
21,0.8983875245817649,0.680994673,0.47756148,0.66839441,,,
71,0.6162218431979963,0.639468887,0.639468887,,,,
56,0.5993159498840257,0.560787648,0.593733517,0.593733517,,,
100,0.9388821091339383,0.350474393,0.350474393,0.260911857,0.138968999,,
50,1.0405725724514605,0.198553665,0.437277919,0.437277919,0.35178314,,
28,0.4489163528621574,0.72813035,,,,,
75,0.47371054492841297,0.435937256,0.435937256,,,,
17,0.6443190651370277,0.186730817,0.186730817,0.426455835,,,
21,0.8983875245817649,0.573607907,0.680994673,0.573607907,,,
63,0.420314393192918,0.690604426,0.666497526,,,,
36,0.9163842939203882,0.498284557,0.498284557,0.593275359,,,
98,0.8099378065166649,0.260911857,0.842129698,,,,
98,0.8099378065166649,0.842129698,0.224114334,0.224114334,,,
28,0.4489163528621574,0.72813035,,,,,
37,0.9825743841010064,0.737668953,0.565013519,0.737668953,0.737668953,,
71,0.6162218431979963,0.341858376,0.917320965,,,,
26,0.5580481887930866,0.628415368,0.47539448,0.47539448,,,
80,0.9698421123159573,0.232096649,0.309618054,0.309618054,,,
0,0.5441048585235551,1.491364227,,,,,
98,0.8099378065166649,0.260911857,0.260911857,,,,
8,0.7008128969600739,0.819278898,0.819278898,0.607520842,0.374762937,0.374762937,
85,0.6174901514551543,0.302415181,0.527881884,0.464666176,0.527881884,,
65,0.50282570112346,0.376633162,0.379939181,0.435937256,0.435937256,,
20,0.505897319240431,0.573607907,,,,,
32,0.5826901835286123,0.554677459,0.554677459,,,,
82,0.8326602661352814,0.484830596,0.484830596,,,,
99,0.8388796693383389,0.260911857,0.350474393,0.350474393,,,
105,0.6595753403394455,0.304508319,0.224114334,0.304508319,,,
100,0.9388821091339383,0.260911857,0.350474393,0.260911857,,,
105,0.6595753403394455,0.224114334,0.224114334,,,,
37,0.9825743841010064,0.565013519,0.498284557,0.565013519,0.593275359,,
51,1.0851381586100572,0.35178314,0.386243281,0.35178314,,,
90,1.025628823793909,0.679654055,0.241126178,0.679654055,0.303585458,,
53,0.5536357650931865,0.593733517,,,,,
79,1.002492400250439,0.232096649,0.232096649,0.309618054,,,
53,0.5536357650931865,0.593733517,,,,,
86,0.9599353263562733,0.527881884,0.527881884,0.258261644,,,
43,0.3988488180571639,0.905400484,,,,,
5,0.7962450010605908,0.374762937,0.550679229,0.374762937,,,
15,0.6615962261538567,0.710300061,0.710300061,,,,
22,0.6358794581228933,0.796180269,0.66839441,0.66839441,1.287829238,,
95,0.755624090116872,0.234934085,0.234934085,0.332597832,,,
53,0.5536357650931865,0.593733517,,,,,
4,0.9458702327182016,0.374762937,0.427978686,0.427978686,,,
103,0.679593441366325,0.138968999,0.350474393,,,,
29,0.7001678193659817,0.416770886,0.416770886,,,,
35,0.5698714163729398,0.737668953,0.696160728,,,,
30,0.7440759458450895,0.565013519,0.737668953,0.498284557,0.593275359,,
30,0.7440759458450895,0.593275359,0.593275359,0.565013519,0.565013519,,
13,0.6054298518646631,1.052356341,1.052356341,,,,
99,0.8388796693383389,0.486906039,0.350474393,0.682465094,0.350474393,,
27,0.7029107080138661,0.659158624,0.416770886,,,,
14,0.8858416389600893,0.680994673,0.47756148,0.66839441,,,
44,0.45591592478411846,0.516423733,,,,,
75,0.47371054492841297,0.435937256,0.376633162,,,,
51,1.0851381586100572,0.35178314,0.35178314,0.35178314,0.386243281,,
29,0.7001678193659817,0.659158624,0.416770886,,,,
13,0.6054298518646631,1.172203416,1.047696479,1.047696479,,,
7,0.5201839141551337,0.613532994,,,,,
101,0.5067491902793647,0.486906039,0.138968999,0.682465094,,,
99,0.8388796693383389,0.138968999,0.350474393,0.350474393,0.682465094,,
15,0.6615962261538567,0.47756148,0.710300061,,,,
47,0.3995533627902246,0.751646477,,,,,
15,0.6615962261538567,0.47756148,0.710300061,,,,
51,1.0851381586100572,0.386243281,0.35178314,0.386243281,0.198553665,,
71,0.6162218431979963,0.341858376,0.341858376,,,,
36,0.9163842939203882,0.737668953,0.737668953,0.498284557,,,
31,0.966462804353591,0.498284557,0.737668953,0.498284557,0.498284557,,
66,0.6797818641719005,1.169709345,1.169709345,0.968225412,,,
12,0.6392559647410934,0.631606701,1.491364227,1.491364227,1.047696479,1.047696479,
3,1.1808163538484096,0.607520842,0.550679229,0.550679229,0.104654898,,
6,0.6197293312524337,0.958913285,0.958913285,,,,
56,0.5993159498840257,0.560787648,0.339220439,0.593733517,,,
61,0.4678529898520754,0.577017058,,,,,
15,0.6615962261538567,0.710300061,0.47756148,,,,
92,0.8413602235906587,0.258261644,0.527881884,0.378690387,,,
12,0.6392559647410934,1.052356341,1.172203416,,,,
59,0.5520427236642946,0.316447193,0.437277919,0.316447193,,,
24,0.41148077582590914,0.173710044,,,,,
70,0.5281094889395038,0.374403126,,,,,
85,0.6174901514551543,0.302415181,0.464666176,0.464666176,0.527881884,,
31,0.966462804353591,0.498284557,0.565013519,0.498284557,0.498284557,,
97,0.6682900363028361,0.224114334,0.224114334,0.224114334,,,
86,0.9599353263562733,0.258261644,0.378690387,0.302415181,0.258261644,,
52,1.0465407948454726,0.198553665,0.437277919,0.35178314,0.198553665,,
16,0.6345043949268032,0.710300061,0.47756148,,,,
