date,lat,lon,tree_id,species,diam_app (cm),height_url,diam_url,notes,row,tree_idx,biomass_kg,biomass_tonnes,biomass_TCO2e,
10/17/22 16:24,37.19965523,-80.57566225,C761F211-34A4-424F-A308-C2257E409E3C,Black Walnut,30.78281283,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F54431A5C-E535-4E9E-BC94-722C939B926E.png?alt=media&token=e87716d8-739b-4393-aabf-a9f8781ece72,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F84615F81-603B-44DC-93C1-4ADB4C9E896D.png?alt=media&token=1ea31298-cf62-44d4-9809-aac083687b78,R7P3,7,3,496.5326655,0.496532665,0.819278898,
10/17/22 17:16,37.19958481,-80.57591179,C6C798B8-AEF8-4FD2-A7E8-1BFED509363C,Black Walnut,27.79013813,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FF4AF9ADB-7213-4657-8C21-9DE831BB5E7E.png?alt=media&token=77742982-9152-4183-bd43-fce59ba81f83,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FAFFD82CC-1E65-43F9-B5D1-325DB32030E3.png?alt=media&token=08fa8058-125e-4f2a-bfa6-9ad817fa367f,R7P2,7,2,382.7919401,0.38279194,0.631606701,
10/17/22 17:18,37.19950782,-80.57594918,7EBA0A4D-1087-487C-ACA1-157C7186BBDA,Black Walnut,35.43787897,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F59B01599-6C7B-4F2F-A46C-59A2DEE3F61E.png?alt=media&token=c5e2ff4a-d289-4d75-9f88-bcfc5e446ecd,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F18FD3F79-5989-4968-A359-3E7ECC2314CC.png?alt=media&token=5f5ac4b1-a139-45c4-8647-432a815ff97b,R7P1,7,1,710.4263126,0.710426313,1.172203416,
10/17/22 17:20,37.19959865,-80.57605438,16BF791B-1604-4CE7-8C23-76FD5DE4AB67,Black Walnut,33.96671414,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F77422664-EF53-4536-B797-708FBAF00EAD.png?alt=media&token=24c52609-9d29-494f-bae0-95dc96e30f09,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F07F1509C-9BF3-4E77-A4C7-394B904B9510.png?alt=media&token=c3480da8-c090-4b02-bf60-fbbc85225d99,R8P1,8,1,637.7917218,0.637791722,1.052356341,
10/17/22 17:22,37.19969547,-80.57596677,FCA1800E-3030-4B11-849D-7A38F6B85A57,Black Walnut,28.41555774,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F85CA7730-BFDF-42CF-BC88-6FE3B6A20DC9.png?alt=media&token=03c418cb-eb3b-4e63-b880-7a5690761fb4,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FD4E3FE0C-052F-4EDB-B00F-85177C70C8E1.png?alt=media&token=f072e21d-bc99-4f45-bfd0-9d166fbff6a9,R8P2,8,2,405.0875213,0.405087521,0.66839441,
10/17/22 17:26,37.19973917,-80.57585264,3D053787-FAF1-4BBF-B964-F92ECF51FA62,Black Walnut,24.89763498,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F8AE2E751-94B7-42D7-9AC1-8DA1F118CD64.png?alt=media&token=08b50adc-afe4-4519-87df-68e8b8f736ae,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F7398AB95-AAFF-4C6A-AF4A-A9E4258CE3E9.png?alt=media&token=99bf373e-63bc-4306-b58f-3c57a032a1b7,R8P3,8,3,289.4312001,0.2894312,0.47756148,
10/17/22 17:29,37.19978943,-80.57581916,D46713A7-2B8D-4FF6-8362-C75BA78CAF0E,Black Walnut,29.10303771,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FC66CE770-2ED3-4075-ACEF-8BCA1E42983D.png?alt=media&token=c2794706-a1d2-444e-953b-57dfe535ec3b,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F333A45E9-67A4-4258-8863-A11F83FFD9E5.png?alt=media&token=0ed6237c-39d5-4c2a-8e76-b2e648688331,R8P4,8,4,430.4848853,0.430484885,0.710300061,
10/17/22 17:30,37.19988428,-80.57576964,AF9B6269-0254-49BA-8D3F-2A6B71F3BFA3,Black Walnut,23.81407917,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F86029104-FAA9-46C2-AEF2-F6F091090545.png?alt=media&token=c6496473-dcac-4050-8b1b-f47b31b7a9a3,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F3E5D3B53-E4AA-47DC-84BD-B76D3DD11203.png?alt=media&token=96c80a3e-92e6-4f92-afe9-9f2a1df50379,R8P5,8,5,258.4580819,0.258458082,0.426455835,
10/17/22 17:31,37.20000515,-80.57580779,5D6BA82B-9453-416F-989F-1E1FA958077C,Black Walnut,17.21215397,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F2365CCBE-5145-4CB0-AFC3-53AAB651F1DD.png?alt=media&token=17997425-9cc3-48fd-bd0d-0b3ad4b59ed3,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F231B02D6-C257-4F86-A892-31EF3B93FECC.png?alt=media&token=b0758a8a-5a1e-4602-9a78-ff73e95398e8,R9P6,9,6,113.1701921,0.113170192,0.186730817,
10/17/22 17:32,37.19993556,-80.57577396,1C617710-E2AC-4CCC-9D64-8B7E57B36271,Black Walnut,24.85731095,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F8F5F496E-8C47-46FD-B151-C39F77572D2E.png?alt=media&token=519b3beb-7a8a-4daf-9471-334bd661cd43,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FBC0C7A87-2909-4123-A942-EFAC38F632E2.png?alt=media&token=7672c547-ef23-4d08-8e3c-f2c9e6a61132,R9P5,9,5,288.2403036,0.288240304,0.475596501,
10/17/22 17:36,37.19980195,-80.57597518,7F1A5A3B-7B0F-4365-BC69-CA7A81D54FE9,Black Walnut,26.75749958,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F9E96B577-A055-4F37-B1DC-7A4EE0CAF263.png?alt=media&token=949c9039-e4e9-466e-aa5e-e8bbbac67fc7,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F0E96BAE3-8ED4-4DB3-99D9-1074C4F8D4EF.png?alt=media&token=70e929d0-8dee-47cb-8d14-e8a6d477ae15,R9P4,9,4,347.6411559,0.347641156,0.573607907,
10/17/22 17:37,37.19970911,-80.57600694,D9126304-0460-426E-A99C-E57C3E82A0A3,Black Walnut,28.62495482,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FEA56C46D-381C-4880-9C47-9FC4EB876336.png?alt=media&token=5a627083-9fdc-4475-93eb-c00558d1332f,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F15D14C36-0166-4624-A6B9-00146DA6B8A6.png?alt=media&token=7f9973ef-2e4c-4607-abf3-bf4d5758eb43,R9P3,9,3,412.7240443,0.412724044,0.680994673,
10/17/22 17:38,37.19970504,-80.57609764,ED8F8C76-61CE-4A52-9EBE-0881D7B3AE5A,Black Walnut,30.4386586,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F871A1504-0D50-47EC-B373-6E29504157CE.png?alt=media&token=f22e2d95-c261-4a0c-814e-f34d4f644ef7,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F2B4FAC6C-E783-4ADC-875E-8608CDF944E2.png?alt=media&token=fd581e92-c45e-4dac-9707-d8bdcda09796,R9P2,9,2,482.5334962,0.482533496,0.796180269,
10/17/22 17:43,37.19964836,-80.57618134,FC4F4ECF-197E-417E-809A-6C42C46B7425,Black Walnut,36.77300215,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F701AE3B0-01EA-4E17-939A-E200B802650F.png?alt=media&token=b61e6262-9859-4aa6-9fda-db67ba9f1cbc,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F1C34D3E7-0D91-45C6-8665-A8AD0177585A.png?alt=media&token=9ce276a6-142c-4407-be41-8d9b8ff94c4d,R9P1,9,1,780.5025684,0.780502568,1.287829238,
10/19/22 18:09,37.19998518,-80.5769834,74FD9EB5-F7D5-427A-8C5B-BD1FDB2E9DF9,Black Walnut,16.72994494,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F4E487F31-4C7A-4701-831E-93B810F8E120.png?alt=media&token=37019a09-a01c-449f-a743-5fb9b8b5571b,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FAF322C1A-9A0F-48EC-B821-25309E2F5842.png?alt=media&token=daaf7686-7ddb-4424-9967-6854a9739a36,R15P1,15,1,105.2788148,0.105278815,0.173710044,
10/19/22 18:11,37.20058726,-80.57702682,EC631520-2F13-4FDC-87BA-A02E053D5D8A,Black Walnut,22.15021104,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F41BFF90B-BC91-437C-BB08-6AB3B16506E0.png?alt=media&token=81304907-7f3b-4587-8d8f-8a75447ce2bd,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F64ADB065-AE2D-4EC7-85CB-402E2C393B40.png?alt=media&token=0f3dd09f-2f7d-4f6f-858a-42d5f36e79d7,R15P2,15,2,214.9689233,0.214968923,0.354698724,
10/19/22 18:13,37.20095019,-80.57696161,AAC9EC50-35DC-477B-B181-3EB5E2849DCB,Black Walnut,24.85315949,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FA65CB02F-9226-4667-B50B-12DAD9A34D45.png?alt=media&token=428b844c-f049-414a-a225-5609cbfd57c5,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F6D204C81-EF91-47D8-B86E-9BF89B30ED18.png?alt=media&token=0c2d83ca-145c-4a12-aa86-1e3d5f157940,R15P3,15,3,288.1178669,0.288117867,0.47539448,
10/19/22 18:15,37.20147475,-80.57556081,29A54A8A-97B4-44A7-A4D6-EFAFB91FCB61,Black Walnut,23.59998226,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F0649298C-E2DB-4851-81E2-C2C0B2954DF7.png?alt=media&token=82465945-61b2-423f-898e-a4c5a20001fa,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F54831849-43FD-4FFC-AB40-2A9EA250FC3E.png?alt=media&token=ae7b57d5-6709-473c-8df0-1f1c06323d78,R15P4,15,4,252.5884159,0.252588416,0.416770886,
10/19/22 18:17,37.20081832,-80.57680038,00472679-24F2-4DEF-916D-723AD9E277C8,Black Walnut,29.38808203,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FEA8B67C5-BB4C-40E8-AF98-E98E8FA30949.png?alt=media&token=838e19c6-7415-4fdf-847c-6fb1866ec712,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FECF7FC3B-4933-4592-B23E-4841C68AD2F5.png?alt=media&token=55d48e62-aeab-4ddf-9b22-2e436f894172,R15P5,15,5,441.2911211,0.441291121,0.72813035,
10/19/22 18:18,37.2014678,-80.57552458,2693FAE1-816B-4A74-9AC0-098747F09CC2,Black Walnut,28.26054692,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FB3B8B793-E419-43ED-B3AA-2648FEB817B3.png?alt=media&token=7aa36173-646b-4306-9381-33b9188d3294,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F3DB069B7-EE31-42E0-8674-98BB4FF5983E.png?alt=media&token=fcad772b-0d21-484a-a9aa-0fbd4118f922,R16P5,16,5,399.4900752,0.399490075,0.659158624,
10/19/22 18:21,37.20086713,-80.57690352,34C5BCEE-A80F-41A4-9B63-B9BFC78D9F19,Black Walnut,26.59916878,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FC63BC0BD-468B-43D0-8BD7-93F75C851692.png?alt=media&token=86e0fe09-d73f-4593-8615-f605ac1ea8ad,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F98213C7B-09FB-4E66-9C11-CC6F9839042F.png?alt=media&token=2c80c411-13b4-4867-a3e7-ba8687f549ef,R16P4,16,4,342.4324357,0.342432436,0.565013519,
10/19/22 18:23,37.20080803,-80.57699309,CA6EB7DB-56AF-4A6B-8336-0490442F82D9,Black Walnut,25.316903,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F0B4E5894-CEC0-4C33-854C-A4696122DA3F.png?alt=media&token=a737d007-7e28-401a-9091-10963afd1033,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FB2B2E1B4-C079-4DE3-AE6D-7E9660DC0E34.png?alt=media&token=89e72055-e278-42f1-bc51-9c7e62047489,R16P3,16,3,301.9906409,0.301990641,0.498284557,
10/19/22 18:24,37.20065754,-80.57704937,C9BD8F64-2B49-434B-A116-323C964674A5,Black Walnut,26.40680373,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F747CB29D-AA3F-41CA-9AF2-62BF3B95C523.png?alt=media&token=7993a186-078b-4f1c-8799-c347e74ce7c4,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FD76E9511-EDA1-4D70-A726-0232060D9261.png?alt=media&token=59699387-44a7-4aa4-8f82-c5cffab8555d,R16P2,16,2,336.1681572,0.336168157,0.554677459,
10/19/22 18:25,37.2005557,-80.57709539,6307B9A8-DDCB-4D7D-A050-BB796F7E1176,Black Walnut,21.41911089,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FA4945360-0BAC-4031-9A65-731B0F84FE64.png?alt=media&token=ac377423-27e0-41b5-828c-a840cf6e6b79,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FE90DDC8A-F1DF-41A0-8E87-19A82D4D648B.png?alt=media&token=254e58dc-b7c5-4cbb-9d62-b457e5902a64,R16P1,16,1,197.3774887,0.197377489,0.325672856,
10/19/22 18:27,37.20065338,-80.5771931,8DEF493B-3A4A-407A-A11C-BF15BE1DCBAB,Black Walnut,27.28155553,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FB42CAB68-8BA1-4B28-90F9-683CF4E6BD06.png?alt=media&token=4d22b484-a566-4b81-85c6-83d94127ebb7,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F04961D0A-0823-4E2C-BFF0-7B47A06FCF30.png?alt=media&token=97d93906-d5ed-44eb-ab75-48a0a3701b78,R17P1,17,1,365.2231531,0.365223153,0.602618203,
10/19/22 18:28,37.20075702,-80.5771019,930A4BE0-8119-4CD3-8A54-3892C0AB6751,Black Walnut,28.8738966,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FBB0D29BF-00FC-4769-903E-D577249EA873.png?alt=media&token=e29da149-e89a-4843-80cf-3bf3ad663787,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FA69D352F-FBE3-433F-BCF4-CC9EF1620602.png?alt=media&token=c36378ae-56db-48b3-b5f5-e6722e5ec0aa,R17P2,17,2,421.9155925,0.421915593,0.696160728,
10/19/22 18:29,37.20082091,-80.57703707,60D5ABB0-08B5-4FBC-AA0E-3A017EE0256F,Black Walnut,29.5388341,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F8DB8D199-B9E5-4D46-AA46-56E1B0E15101.png?alt=media&token=5920aea5-dae3-417a-9cb2-c9ef35d51818,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FDB86FA3B-B095-4404-BCCE-DD9A09A5B4F0.png?alt=media&token=9205b0e5-6dde-4dbf-837f-b3e713539ef9,R17P3,17,3,447.0720927,0.447072093,0.737668953,
10/19/22 18:30,37.20085355,-80.57697096,46355544-0A50-40FB-A6BA-0584523E569D,Black Walnut,27.11448669,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FE2E2876E-1D43-46F0-9202-9294B7D72757.png?alt=media&token=e5f9c87e-dc22-41ce-a8ae-b8fac83c958e,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F3D951495-8BFE-43EC-BE36-495245A508F3.png?alt=media&token=a0c4aefc-55d9-40ed-a0d5-1352e5186274,R17P4,17,4,359.5608234,0.359560823,0.593275359,
10/19/22 18:32,37.20098924,-80.577068,9E230C1F-5D8E-4CF0-881F-DDA71BC9934A,Black Walnut,27.73485184,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FAA44976F-2173-4F5E-97D8-B4A320C518B6.png?alt=media&token=6091210e-cf33-43fe-ae4f-eb6678aa33c7,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F35148C89-D2A0-4FEF-BD11-00F3A377CBF8.png?alt=media&token=70d95e53-6724-43e1-9247-08b0d22b5990,R18P4,18,4,380.8577985,0.380857799,0.628415368,
10/19/22 18:33,37.20093952,-80.57712668,65F77C58-E938-4952-851E-C83A35E89F72,Black Walnut,32.3505193,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FF93F240C-A6BE-4B2F-8E99-8F638A5860E3.png?alt=media&token=9082a639-81f8-4264-a91e-0d19f858655f,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F51CBF5B5-21C7-4739-9FAF-A823DE7FDCA6.png?alt=media&token=605c7208-3da5-4fa2-b6d3-90636286a855,R18P3,18,3,563.4079227,0.563407923,0.929623072,
10/19/22 18:35,37.2009009,-80.57720739,EF5AD9A5-7462-4B37-8CC2-A40F38BA31C4,Black Walnut,26.42712891,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F67FE1D15-660F-44C3-9704-62C4F9ACC221.png?alt=media&token=2f4831c6-dd62-40d1-88bc-a175604e4ebb,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F7BDFEEE5-2556-4B9E-ACFE-65AC7F8E387F.png?alt=media&token=05f9ab72-4800-4ac7-968e-bc78a821eaf0,R18P2,18,2,336.8267229,0.336826723,0.555764093,
10/19/22 18:36,37.20076981,-80.57725354,0FD64D87-17BD-4518-8171-E3692A329682,Black Walnut,21.37219757,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FAD8A49DF-1557-4453-9E5B-8039DF2FB535.png?alt=media&token=56399954-8394-4461-bd01-f6e3830e7ca3,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FC916EB16-5387-46CD-80FD-75E92A21E5AB.png?alt=media&token=6434f7d5-6028-4001-bd03-f35cc0c0956a,R18P1,18,1,196.2796873,0.196279687,0.323861484,
10/19/22 18:38,37.20095141,-80.57727082,F24227CC-D619-44DC-9E49-1FAC8F64FF83,Black Walnut,33.54333937,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F539C4C7A-5FAF-487B-B920-71C17545AB35.png?alt=media&token=21d3a04e-fa9b-44a8-9644-9ca5d93ae434,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FB55E0F95-1432-4A73-AB15-581C10E03C4E.png?alt=media&token=5de7cca4-6714-4f98-8178-40be4890a5d7,R19P1,19,1,617.7641947,0.617764195,1.019310921,
10/19/22 18:39,37.20155966,-80.57570338,8BD98225-E465-4D94-AC1D-25B6DF6A7215,Black Walnut,32.01647997,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FBB1C4686-3E07-40D9-AE75-B052C9E5DC80.png?alt=media&token=e27080d1-72e0-41ee-bcd2-f42964c1a06a,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FBFD11E36-ED5C-4E56-BF10-AE32A5804BE6.png?alt=media&token=9d802b37-2ad8-4fb0-b01a-f76f8ecd8161,R19P2,19,2,548.7275661,0.548727566,0.905400484,
10/19/22 18:40,37.20112708,-80.57714782,CB7D53AA-AD10-48F6-8ECB-4F74D3781EFB,Black Walnut,25.67529082,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2F59FD0B1F-5CFA-4134-85D0-DC18661AE6D3.png?alt=media&token=92211ba5-e581-4fd0-812c-22efadd5b0eb,https://firebasestorage.googleapis.com:443/v0/b/working-trees.appspot.com/o/trees%2FB904D3FD-1231-4409-8007-7F16BB62E0CA.png?alt=media&token=6f084232-00eb-4bd3-89dc-1cd1b2a55a6d,R19P3,19,3,312.9840804,0.31298408,0.516423733,
