,tree_id,diam,species_x,diam_1,diam_2,diam_mean
124,F24227CC-D619-44DC-9E49-1FAC8F64FF83,33.54333937,Black Walnut,36.576,36.576,36.576
125,8BD98225-E465-4D94-AC1D-25B6DF6A7215,32.01647997,Black Walnut,32.766,32.766,32.766
126,CB7D53AA-AD10-48F6-8ECB-4F74D3781EFB,25.67529082,Black Walnut,30.734,30.48,30.607
127,37D01D01-DDDC-48CE-9270-540D9C3B408D,27.29181945,Black Walnut,28.956,28.702,28.829
128,8703AE4C-12DD-47BE-B55D-BB13DCB1E198,35.5882585,Black Walnut,37.846,37.846,37.846
129,F3BCC30C-8893-4AA5-B937-ABA4C46EA36A,29.7576189,Black Walnut,33.528,33.528,33.528
130,D733E342-14AD-4F60-A0D7-16152CE95733,29.68670726,Black Walnut,31.75,31.75,31.75
131,623AAB9A-8027-4076-AF2F-7205DC5B60F4,28.871876,Black Walnut,30.48,30.48,30.48
132,7F3C017E-3EAA-4E48-A515-4726CCF88BED,21.38915956,Honey Locust,20.574,20.574,20.574
133,270A5920-2571-4ADD-B980-57BDF4BD1335,22.85659909,Honey Locust,26.162,26.162,26.162
134,CB438D81-0AD9-4002-9F00-5F05E6555B75,17.72285253,Honey Locust,18.542,18.542,18.542
135,13910876-92C9-4276-B760-4F5BB0D951E4,22.80684114,Honey Locust,21.844,21.844,21.844
136,DD745DF8-A25A-47D6-B302-37B9665E667B,22.09611982,Honey Locust,21.844,21.844,21.844
137,F1FEB0E7-57C7-452F-89FF-B8B8D97960EF,29.34740484,Honey Locust,28.448,28.448,28.448
138,6EFCBF73-8A58-4D45-AF85-BA47DBC07501,18.65941286,Honey Locust,19.05,19.05,19.05
139,F3EAFC42-F8F5-4857-B1F6-6E42314C0CCE,17.23089814,Honey Locust,21.336,21.336,21.336
140,FD257C8F-6340-47A8-89DF-6D68002F2B03,16.74139649,Honey Locust,16.51,16.51,16.51
141,178FBF85-9278-4C07-9F63-5921F490116B,17.79471636,Honey Locust,18.034,18.288,18.161
142,60CC780B-27A9-4FF8-956F-80560C1765D8,29.94546294,Honey Locust,30.226,29.972,30.099
143,62E31C64-0ED8-47E4-94EC-0FBC0FB44DBC,18.96779537,Black Walnut,22.352,25.146,23.749
144,0507833A-C7E7-41A3-A9C2-43C9C57D5205,24.41327274,Black Walnut,28.448,28.448,28.448
145,5859802F-E949-41B1-8374-7E6575FA1724,26.52228773,Black Walnut,27.686,27.94,27.813
146,08990ED6-10C1-4450-8151-0AF572A2D6AE,22.13403285,Black Walnut,26.162,28.702,27.432
147,466C0A9F-8F22-4F91-A860-14E0EB5A222F,28.61772478,Black Walnut,29.464,29.718,29.591
148,1CB7109C-CB96-4FFA-9058-FD41887F366E,18.90838742,Black Walnut,22.352,25.146,23.749
149,80E46114-C452-4A7E-A11E-303493EAA708,23.69230837,Black Walnut,28.448,28.448,28.448
150,ECF7536A-941F-4D96-B1A6-28860BCB5906,31.8924129,Black Walnut,27.686,27.94,27.813
151,A5052556-3989-4F78-BCF5-EACFD9E34436,26.28896832,Black Walnut,26.162,28.702,27.432
152,61DED8C6-45D0-40D4-87DB-D943612E316F,27.52270103,Black Walnut,24.13,24.384,24.257
153,C823D162-5974-4DFC-B94D-25C82ED4EF45,36.89463139,Black Walnut,28.448,28.448,28.448
154,1A9666E5-2A51-412D-8FB2-55E401F9A2D8,28.551054,Honey Locust,29.464,29.464,29.464
155,6D817E09-6E1A-40B7-B473-9C43B761EDD8,26.5177995,Honey Locust,29.972,29.972,29.972
156,B8B10222-1572-4803-B0BA-F1B7D4841EB5,26.13605559,Honey Locust,27.432,27.686,27.559
157,4C096C44-B88A-40EE-ACEE-4DCD71B3C0A1,21.22788578,Honey Locust,22.352,22.352,22.352
158,FE6E1638-55E9-4D55-BE2A-58A3D6533E97,27.51059234,Honey Locust,27.686,27.686,27.686
159,684308F8-7580-4A9C-983F-65AC8B763514,22.30034173,Honey Locust,22.86,22.86,22.86
160,123D5517-64E4-4304-95DF-5F44AB09EC68,20.61275989,Honey Locust,20.066,19.558,19.812
161,CB2D20FC-95B1-4FEE-A5C1-F4D908C24F30,16.58802629,Honey Locust,17.272,17.272,17.272
162,AA226F5A-6354-4061-AB17-A479C40AE102,26.22593045,Honey Locust,27.94,27.94,27.94
163,D69D52EB-7718-4E6B-B63E-E30BCFE5A8AE,22.78734148,Honey Locust,23.368,23.368,23.368
164,4FFFBCDE-8F41-497E-AA26-66AA6FE28CDF,29.74898815,Honey Locust,29.718,29.972,29.845
165,AE129242-690B-438A-A434-36F2BABA586A,20.06890178,Honey Locust,20.828,20.828,20.828
166,BA13C0FA-5E9E-4840-853B-F551AE391024,25.01104772,Honey Locust,25.654,25.908,25.781
167,171F1E2C-FD5E-433E-B0B6-6E263A1D564B,22.54717201,Honey Locust,22.86,23.114,22.987
168,1E01CB39-C573-4877-A449-95777DCC9F25,20.39006948,Honey Locust,21.082,21.082,21.082
169,E26398DD-EB65-4291-BDC2-D93C21239DC6,27.46004164,Honey Locust,29.464,30.48,29.972
170,FF7950F1-0596-4905-8916-3910752C2C20,17.31378585,Honey Locust,17.018,17.018,17.018
171,00919ED6-0F4C-4CA9-BC28-BFB9B7220456,22.35116363,Honey Locust,23.368,23.622,23.495
172,628AADCC-6E20-44C6-B15A-882468629EAF,23.23967367,Honey Locust,24.13,24.384,24.257
173,937C848E-B25E-4528-B1CE-65216694B5C4,28.82378697,Honey Locust,30.988,30.988,30.988
174,4E58A231-F68C-46D8-9FEA-DBC50E7F354F,21.86761349,Honey Locust,23.622,23.622,23.622
175,D2C90408-732A-4A5A-8D04-E4EC20618E7B,35.07415652,Honey Locust,36.576,36.576,36.576
176,FCB98699-F1EB-4930-B19B-E3108DBCB490,27.19700933,Honey Locust,28.448,28.448,28.448
177,9B6D73D0-9E24-4C10-AD1C-2996580C2427,12.46015355,Honey Locust,13.462,13.716,13.589
178,C460C7D6-B3B8-43EF-AC3E-C4EC3A9CF9AC,18.6978206,Honey Locust,21.082,20.828,20.955
179,43801C84-E3D6-4BAF-B1EA-79BD781E8DDC,24.06360656,Honey Locust,26.67,26.67,26.67
180,72C41618-D922-4A0C-BBA0-CBB033E0EA14,34.26709175,Black Walnut,35.56,34.544,35.052
181,AABE0380-C901-4889-A00D-A084431DFB9F,32.47362971,Black Walnut,34.798,34.798,34.798
182,844F964D-34BE-41F8-A50F-D5E7D09B3B0F,21.8450591,Black Walnut,24.638,24.638,24.638
183,D076E52D-1738-4E1B-AA39-31C2EDFE7E5F,27.33835876,Black Walnut,29.972,29.972,29.972
184,26456B8B-F025-4B21-B147-B26DBADB702A,34.36826766,Black Walnut,37.846,37.846,37.846
185,F5A35C6C-C762-4057-B4CD-219EF777A279,40.80438912,Black Walnut,45.974,45.974,45.974
186,E1C0355D-4173-4268-9A0B-5FA61EBD796F,42.66594052,Black Walnut,44.45,44.45,44.45
187,971899EB-B44A-4FBF-945B-52B20C857515,37.50298917,Black Walnut,40.386,39.878,40.132
188,CC26614E-DCCD-44A3-8696-790027563DF9,28.11949253,Black Walnut,31.496,31.496,31.496
189,108F1439-CE48-407A-B3BB-1EB1DD9F42D7,28.06279659,Black Walnut,30.48,31.242,30.861
190,546AE3B2-14C3-4918-ACC0-451B81E73EF9,27.76827812,Black Walnut,29.972,29.972,29.972
191,34C94FB5-CE6E-4C35-8523-CEFAC924F1B0,24.33393747,Black Walnut,26.924,27.94,27.432
192,0BD96C9F-E627-4300-B8D7-A7D04440957E,28.68674994,Black Walnut,30.226,30.226,30.226
193,390CFBF1-F4DA-4153-BEAC-9D37E7C2B9D1,23.95557612,Black Walnut,26.67,26.67,26.67
194,5DF182F8-414D-411F-BEEB-A7D2B7836742,28.53577435,Black Walnut,32.004,31.242,31.623
195,B731569F-F37A-4590-9FC8-C45AF98DBEC1,27.09841132,Black Walnut,28.702,28.702,28.702
196,18364152-E4B6-4D97-B4A2-5B224691CF79,27.99998224,Black Walnut,33.02,33.02,33.02
197,978966DD-E0F6-449C-BFDF-872B476D8A03,34.39192474,Black Walnut,39.116,39.116,39.116
198,88C7A168-62DB-4E5F-A36D-18D11B7B27A0,34.59300399,Black Walnut,41.402,41.402,41.402
199,3CAE115A-2028-4E47-A729-843AF78B02A3,30.47401905,Black Walnut,33.274,33.02,33.147
200,DD1EA888-5BB5-4FFA-BAF2-4C8B99B0D9EF,28.9313525,Black Walnut,31.496,32.004,31.75
201,8AAD3886-F012-49F5-A9F9-E4070DD0C0B9,26.94346905,Black Walnut,29.972,30.48,30.226
202,594499E2-BA67-4C25-9D90-A1E51B4A9E30,22.81113863,Black Walnut,26.162,25.654,25.908
203,63AAA3B0-6C3D-4E8F-822D-7E709014C85B,17.59950668,Black Walnut,19.812,19.812,19.812
204,C5506506-34D9-4D9C-B20D-9F0963722A74,23.76640439,Honey Locust,24.13,24.638,24.384
205,F8E79719-C585-470B-9C08-916D7929D965,20.76302767,Honey Locust,23.876,24.13,24.003
206,4AC0D40F-B963-4CA2-9012-DAFDE429ECD4,19.75281537,Honey Locust,20.828,20.828,20.828
207,62EEDAD9-3C20-4E00-B09B-C3CF05744FE9,19.62282062,Honey Locust,19.304,19.558,19.431
208,F153370A-90F0-44E7-A09F-0989BAFEEB02,22.49458134,Honey Locust,24.892,25.146,25.019
209,581EF5B1-7B15-4610-B456-B3C045C657AC,20.98463327,Honey Locust,23.876,24.892,24.384
210,9E3696C9-048B-4D41-AECB-2CCBB21B871F,20.94421238,Honey Locust,21.336,20.828,21.082
211,723C014C-D6FF-439E-AD44-2B2199C0ACC5,20.15695274,Honey Locust,20.828,20.828,20.828
212,3575C1DF-DDB7-42BB-94E9-708976219D48,20.72715014,Honey Locust,23.368,23.114,23.241
213,9DCABF48-4693-4601-87F5-74CC1E7588F9,19.80935335,Honey Locust,19.558,20.066,19.812
214,EC0852D3-3927-4FB4-BC21-D284D770A81B,20.90305537,Honey Locust,21.082,21.336,21.209
215,4152F958-A183-4D95-9560-9C45AB410502,19.73618716,Honey Locust,23.368,23.622,23.495
216,3652F694-6074-40FD-9530-99EBF9083D4F,24.61978346,Honey Locust,28.448,28.448,28.448
217,D389B6D0-51D7-4DAA-B7EC-962A3F49FB1A,20.11556029,Honey Locust,21.844,21.844,21.844
218,68E81E62-0C87-4EAC-AAA9-4C079BFA259C,18.16764027,Honey Locust,18.542,18.542,18.542
219,EB5FAAC0-BF9E-4677-BD0F-2BB774CBCD94,23.774755,Honey Locust,26.162,26.162,26.162
220,824FA8BE-2976-4572-8992-9E6496C17B9E,25.79052746,Honey Locust,23.114,23.114,23.114
221,B3324D87-F423-4696-91B1-400C01F936D2,16.15968496,Honey Locust,20.574,20.574,20.574
222,CAE89BD5-3EE7-4C1C-BC1F-9FEFAB49019C,27.46895552,Honey Locust,29.21,29.21,29.21
223,FC189211-FA99-4B8B-9EE6-45073933C88D,19.99864876,Honey Locust,21.59,21.59,21.59
224,571674DE-8B74-4F8C-914F-4FFB52056440,20.99781185,Honey Locust,22.86,22.098,22.479
225,22F2560E-828A-48A6-90F6-E53B1543A6D0,29.13191319,Honey Locust,28.956,29.464,29.21
226,FB202BCE-FEA2-48E7-AA67-FC0059787086,26.01743937,Honey Locust,25.4,25.4,25.4
227,3850B01A-69E3-44B7-BA35-195948505906,22.57824391,Honey Locust,22.352,21.844,22.098
228,CBF62AF4-C2F2-4877-9338-3863DB5C479E,26.68907642,Honey Locust,30.226,29.972,30.099
229,0CBF36D3-C384-4BE1-B6C5-66CBE91FD31E,17.58921891,Honey Locust,18.034,18.288,18.161
230,9A59E1FD-3F92-4924-84B8-B973489D39DE,14.94448632,Honey Locust,16.51,16.51,16.51
231,056494A6-6DB4-4B79-9B53-CC2D72053256,20.62265128,Honey Locust,21.336,21.336,21.336
232,331BE2F8-2532-439D-87BD-AF0994E10901,18.05582345,Honey Locust,19.05,19.05,19.05
233,3156F368-2185-4216-B4D2-C7DFE9DAADE8,15.8998251,Black Walnut,17.526,17.526,17.526
234,DB1A2292-8C76-4D01-8BF8-9170F77101E0,21.25655115,Black Walnut,22.86,22.86,22.86
235,FE37A85F-E907-4854-80B9-02B939896AEB,25.44980347,Black Walnut,29.718,29.718,29.718
236,B17953E6-A919-4564-AA16-560E9EB9D8C3,23.80549312,Black Walnut,26.162,26.162,26.162
237,652A1E7B-6824-4521-BA87-BB7F3F59E84D,27.84846127,Black Walnut,31.75,31.75,31.75
238,09826327-52DE-4CC4-A2EE-E056A7A2CEAD,26.32047534,Black Walnut,29.464,29.718,29.591
239,AD939C0F-4DB0-4768-8461-5F8547E04DF0,25.32819808,Black Walnut,26.162,28.702,27.432
240,32F84E6B-8EB5-4C29-887C-FC045A9FE1C7,25.94011724,Black Walnut,27.686,27.94,27.813
241,1052B2D4-CCE5-4673-861F-F603AFBC5C60,24.67588931,Black Walnut,28.448,28.448,28.448
242,62B029A1-A8EF-4816-96AF-51B1AF336AF1,21.75222337,Black Walnut,22.352,25.146,23.749
243,ED9D6D0A-F426-4CE0-BF09-3C9CE39F79A7,27.51811147,Black Walnut,30.226,30.734,30.48
244,92944162-F677-46C8-9306-E2578E66CB87,29.28172946,Black Walnut,30.988,30.988,30.988
245,4BE720AA-E189-4B17-B305-45C293BE858F,27.81474292,Black Walnut,31.75,31.75,31.75
246,5213DE2E-1BC1-4BEA-AD00-B925C2D3F8EF,26.87613368,Black Walnut,28.956,29.21,29.083
247,C218F0B0-F533-4360-B4A5-28A69F831D85,29.29754853,Black Walnut,30.48,30.48,30.48
248,6D9BE50B-7A2A-4C74-85C1-74B135A2EA21,34.12563205,Black Walnut,36.068,36.068,36.068
249,DE082847-043B-402B-B90A-2906BEB02C90,26.56488419,Black Walnut,28.448,28.448,28.448
250,0B2BED92-8A4B-4E82-989E-0958A43055F0,22.8341043,Black Walnut,24.13,24.384,24.257
251,DAE566AE-3313-49AA-A0B4-3F6BD8B16108,32.7696085,Black Walnut,36.576,36.576,36.576
252,8EF14876-99FD-456E-87A6-B065CDB51D9F,29.896608,Black Walnut,32.766,32.766,32.766
253,BD4CF580-72F4-456B-BA00-E74AEE43DD67,25.88096857,Black Walnut,30.734,30.48,30.607
254,9FC6A981-ACBA-44CC-A2DE-14883C0EEBC6,27.79018283,Black Walnut,28.956,28.702,28.829
255,FB6181CA-DDF1-4260-9B53-016E7B83E440,38.47567439,Black Walnut,37.846,37.846,37.846
256,882C5AEC-48C7-49D5-8661-30C87049A003,31.30734563,Black Walnut,33.528,33.528,33.528
257,B696160B-CD99-42DE-AD7B-67741E7C64C9,26.3543427,Black Walnut,31.75,31.75,31.75
258,6CEABA83-CD31-4864-BA2D-2EE2403DFDFE,25.65650642,Black Walnut,30.48,30.48,30.48
